id	username	date	time	status
138953800806440960	Fuzztwin	22/11/2011	8:15 PM	RT @mark_petrolo: In #QantasLuxury we don't just serve alcohol but we also tell passengers Kyle Sandilands is dead so that they sleep better.
138953792556240896	chrissharkey	22/11/2011	8:15 PM	I used to be well groomed and attractive until #qantasluxury got me http://t.co/VZNAPiYD
138953798054985728	JoashTham	22/11/2011	8:15 PM	QANTAS TAKES PR CAMPAIGNING TO NEW A LOW #QantasLuxury
138953791843209216	AdamDWelch	22/11/2011	8:15 PM	Hitler's take on #QantasLuxury: "Can someone tell me how we can turn Twitter off, just for an hour or so." http://t.co/Z47IDG42
138953761568718848	gregoryknows	22/11/2011	8:15 PM	#qantasluxury [VIDEO] Popular Demand CHAMP Short URL	"Created Clicks" See 4 Urself Y - Could it B #HITLER on #TWITTER  http://t.co/rM6djeEs
138953719839592448	juhaf	22/11/2011	8:15 PM	If you're not loved, it's pretty risky to ask people to share their love. As @thewalluk explains http://t.co/Y88Aoo1g #qantasluxury
138953675962978304	easyasjohn	22/11/2011	8:15 PM	#qantasluxury "Your flight will depart? "
138953676193669121	_ellyk	22/11/2011	8:15 PM	@ben_zooky can't stop lol'ing at #qantasluxury tweets! soooo good. niiiight!! xxxxx
138953650922991618	simoncrofts	22/11/2011	8:15 PM	Think it through! #QantasLuxury Twitter campaign spectacularly backfires on Qantas http://t.co/3nduNAR3
138953643977211904	z3n_digital	22/11/2011	8:15 PM	#auspol How do you ruin #qantasluxury ? Give it to Alan Joyce to run
138953640529502209	sebadetoma	22/11/2011	8:15 PM	@Sociabilidad hablemos de como NO hacerlo: como #QantasLuxury
138953624935071745	smallHUGE	22/11/2011	8:15 PM	Video: the Qantas twitter hashtag stuff up #QantasLuxury http://t.co/AKJTJ09E
138953578734825472	DianeMann1	22/11/2011	8:14 PM	RT @BrandRepublic: Twitter campaign spectacularly backfires on Qantas http://t.co/jQQNQN60 /@thewalluk #QantasLuxury
138953551392149504	mark_petrolo	22/11/2011	8:14 PM	Our overly cautious shuttle drivers will ensure that you aren't more likely to die getting to the airport than you are flying #QantasLuxury
138953532769447936	matwat	22/11/2011	8:14 PM	RT @kellulz: Dear @QantasAirways Here is a picture that best describes #QantasLuxury (Now gimme the Pyjamas) ... http://t.co/llr9h09x
138953517976141825	Alex_Coulson	22/11/2011	8:14 PM	Uh oh RT @prweekuknews Time for a new PR team at Qantas? How do they get out of this crisis? http://t.co/dEMjnQHA #QantasLuxury
138953448472322049	MichelleGS31	22/11/2011	8:14 PM	RT @ndrew10: RT @kiwi_kali: #qantasluxury Somewhere in Qantas HQ a middle aged manager is yelling at a Gen Y social media "expert" to make it stop. / LOL
138953448656879617	AndrewGarde	22/11/2011	8:14 PM	RT @Huxley: The "Hindenburg of Social Media Strategies" (I almost died laughing at this!) http://t.co/WGjG9Jg2 #QantasLuxury
138953436321427456	mtswong	22/11/2011	8:14 PM	RT @WildogHalfhour: The TWU should get the Qantas choir kiddies 2 sit in the next negotiation with Joyce & sing Moneys To Tight To Mention #Qantasluxury
138953401206706177	SteveParkin1	22/11/2011	8:14 PM	RT @lehmo23: #virginluxury getting an exit row 
#tigerluxury getting a biscuit
#qantasluxury getting a pilot, a plane, engineers and baggage handlers
138953246483025920	RubyTombstone	22/11/2011	8:13 PM	Great #QantasLuxury Fail blog post by @SmartRobbie: http://t.co/zHCMpZgs
Nice work @QantasPR!
138953236706099200	Hairlossdude	22/11/2011	8:13 PM	RT @lehmo23: #virginluxury getting an exit row 
#tigerluxury getting a biscuit
#qantasluxury getting a pilot, a plane, engineers and baggage handlers
138953214509858816	gildedvenom	22/11/2011	8:13 PM	#QantasLuxury In a few weeks Qantas PR will hit new lows when one of their jets takes out a certain bearded red-suited man in a sleigh.
138953150894850048	Thy_Equitist	22/11/2011	8:13 PM	#QantasLuxury = a matching golden chaff bag and parachute for #AlanJoyce  lovingly ejected over Lake Eyre! #Auspol  #Karma
138953130648932352	elevenia	22/11/2011	8:13 PM	RT @Matt_Samuelson: RT @kiwi_kali: #qantasluxury Somewhere in Qantas HQ a middle aged manager is yelling at a Gen Y social media "expert" to make it stop.
138953036285485056	tatekerry	22/11/2011	8:12 PM	brilliant! “@earuliffson: A whoops #QantasLuxury Twitter campaign spectacularly backfires on Qantas http://t.co/urhKMHHS”
138953031482998784	SnotRejected	22/11/2011	8:12 PM	71% more for me. Nothing for you. #QantasLuxury
138953007277674497	violetmumble	22/11/2011	8:12 PM	An inflight movie of Alan sayng sorry&giving his resignation pay 2 staff below manager level&Australia-based maintenpersonnel #QantasLuxury
138952956803424256	jamesexcell1	22/11/2011	8:12 PM	yeah good one #QantasLuxury
138952953200508928	Matt_Samuelson	22/11/2011	8:12 PM	#QantasLuxury is the reason I love social media.
138952937442521088	Marshy1786	22/11/2011	8:12 PM	RT @seancallanan: #qantasluxury meet Downfall parody, why the Internet exists #gold http://t.co/qLhDYlO9
138952929842438145	lichtie	22/11/2011	8:12 PM	So people use #qantasluxury to vent their spleen, very funny but not exactly a big story. Twitter over-reacts as usual. Meh.
138952886016163841	Lgnomesmum	22/11/2011	8:12 PM	RT @trib: Gold! RT @shaunpatrick77: A gold parody of #QantasLuxury. Someone was very quick with this. http://t.co/CXEGajOS
138952874200809472	YouJellyMuch	22/11/2011	8:12 PM	#QantasLuxury I liked the bit where... Oh, actually I liked the whole thing, brilliant :-)   http://t.co/k8mP2QsI
138952875081596929	dvmis	22/11/2011	8:12 PM	RT @mcannonbrookes: I'm not usually a Downfall parody fan, but this #qantasluxury one is gold - solid gold - http://t.co/SAM0eoeJ
138952855641014272	clpsince1987	22/11/2011	8:11 PM	“@TiffanyQuotes: We do not remember days, we remember moments.” #QantasLuxury
138952858115649536	Michael_Grande	22/11/2011	8:11 PM	RT @Matt_Samuelson: Quick note to corporate Australia: when you're in the middle of crushing your workforce, don't start a twitter promotion. #QantasLuxury
138952853996843008	chipliedel	22/11/2011	8:11 PM	RT @asormannilsson: Qantas in new social media fail with #QantasLuxury hashtag backlash http://t.co/y7CMC4NC via @AddToAny pls re-tweet
138952765320859648	TheFuManchu	22/11/2011	8:11 PM	RT @simpliflying: How #QantasLuxury turned from a feel-good-contest to #epicfail – social media crisis case study http://t.co/WTnzaqH3 [parody VID]
138952745523740672	kevindunne	22/11/2011	8:11 PM	RT @BrandRepublic: Twitter campaign spectacularly backfires on Qantas http://t.co/jQQNQN60 /@thewalluk #QantasLuxury
138952737843970048	itwittagain	22/11/2011	8:11 PM	#qantasluxury is an oxymoron.
138952726913630208	lite_source	22/11/2011	8:11 PM	#QantasLuxury takes off for Qantas in the worst possible way: Australian Values reports | http://t.co/JtyYzfnQ
138952716977324032	rugBY77nut	22/11/2011	8:11 PM	RT @QantasPR: OK, seriously...is there some way to turn Twitter off for a day or two? #qantasluxury
138952677567627264	crash_clu	22/11/2011	8:11 PM	RT @DrBekMarketing: #qantasluxury campaign wins social media Darwin award
138952666255593472	dizzle_lizzle	22/11/2011	8:11 PM	RT @TheWallUK: #QantasLuxury Twitter campaign spectacularly backfires on Qantas: Is there anything that Qantas can do right? No... http://t.co/EGrbdA7D
138952628091625473	DianeMann1	22/11/2011	8:11 PM	RT @lehmo23: #virginluxury getting an exit row 
#tigerluxury getting a biscuit
#qantasluxury getting a pilot, a plane, engineers and baggage handlers
138952602674151424	RoryRonaldo	22/11/2011	8:10 PM	RT @QantasAirways: At this rate our #QantasLuxury competition is going to take years to judge.
138952596978282496	ClaireSale	22/11/2011	8:10 PM	Awesome #QantasLuxury #fail analysis from @shaicoggins: "How do you manage a social media fail moment?" http://t.co/v82Av6P1
138952545182814208	Matt_Samuelson	22/11/2011	8:10 PM	Quick note to corporate Australia: when you're in the middle of crushing your workforce, don't start a twitter promotion. #QantasLuxury
138952526295875586	energised_dan	22/11/2011	8:10 PM	RT @Nicoleabradshaw: Having a CEO with the balls to take on Australian unions now that is #QantasLuxury
138952521828937728	AlisonStarr	22/11/2011	8:10 PM	RT @MarketingUK: RT @BrandRepublic: Twitter campaign spectacularly backfires on Qantas http://t.co/topTzWSz /@thewalluk #QantasLuxury
138952523653451776	marcthom	22/11/2011	8:10 PM	RT @clpsince1987: lmfao “@davidheth: Superb. The #qantasluxury #Downfall spoof is so funny it will make you cry http://t.co/bPIO8bRq”
138952413146124288	RoryRonaldo	22/11/2011	8:10 PM	#qantasLuxury couldn't imagine being nicer to those overpaid fatcats managing the airline
138952380657041408	Matt_Samuelson	22/11/2011	8:10 PM	RT @kiwi_kali: #qantasluxury Somewhere in Qantas HQ a middle aged manager is yelling at a Gen Y social media "expert" to make it stop.
138952356086824960	Mrlever	22/11/2011	8:09 PM	Feeling for the comms team at Qantas after #qantasluxury social media debacle. Great Downfall parody though: http://t.co/gb5NZZlT
138952322947624960	LusciousAussie	22/11/2011	8:09 PM	#QantasLuxury http://t.co/48WAzwRb
138952320489766913	TamaraSchmerse	22/11/2011	8:09 PM	RT @lehmo23: #virginluxury getting an exit row 
#tigerluxury getting a biscuit
#qantasluxury getting a pilot, a plane, engineers and baggage handlers
138952309853003776	nazchaz	22/11/2011	8:09 PM	The excitement of air travel, combined with the safety of never leaving the ground. Thats #QantasLuxury
138952266865573890	Altitud3	22/11/2011	8:09 PM	The "Hindenburg of Social Media Strategies" (I almost died laughing at this!) t.co/WGjG9Jg2 #QantasLuxury
138952226189221888	lambsearshoney	22/11/2011	8:09 PM	Son still in hosp. I'm home for now, at least I can get a laugh thanks to  #QantasLuxury.
138952219071488001	mark_petrolo	22/11/2011	8:09 PM	we won't relace the air in your cabin but we'll make damn sure you get more of it. #QantasLuxury
138952200117428224	Huxley	22/11/2011	8:09 PM	The "Hindenburg of Social Media Strategies" (I almost died laughing at this!) http://t.co/WGjG9Jg2 #QantasLuxury
138952128952672256	Thought4rce	22/11/2011	8:09 PM	& nothing to your staff -> RT @tony_ryuu #QantasLuxury is when you can afford to give millions to advertisers and pajamas to your customers
138952125324599296	BobRamsay	22/11/2011	8:09 PM	“@RoyE_AU: An #Ineptocracy!! RT @SirLiberal: #QantasLuxury an airline run by unions for unions with other people's money #auspol Well said
138952107666587648	AndyPlayford	22/11/2011	8:08 PM	#QantasLuxury is having more than 3 international flights a week leaving from Adelaide so we don't have to change planes at another airport.
138952049722273792	maconlock	22/11/2011	8:08 PM	#QantasLuxury luxury would be to get from point A to point B and not used as a pawn in a war with staff
138952029329567744	VitorForteWrk	22/11/2011	8:08 PM	Misguided, badly timed, how did they not see it coming from a mile off! #QantasLuxury http://t.co/hq2QPENE
138952008764895232	textnu	22/11/2011	8:08 PM	RT @olomal: Australien kan det här med viralt. Först Världens bästa jobb, och nu #QantasLuxury @kesomackan @textnu
138951945347010560	orlycristofalo	22/11/2011	8:08 PM	RT @simpliflying: How #QantasLuxury turned from a feel-good-contest to #epicfail – social media crisis case study http://t.co/WTnzaqH3 [parody VID]
138951919174561792	SimonMatthee	22/11/2011	8:08 PM	RT @lehmo23: #virginluxury getting an exit row 
#tigerluxury getting a biscuit
#qantasluxury getting a pilot, a plane, engineers and baggage handlers
138951905165590529	clpsince1987	22/11/2011	8:08 PM	Common give them a break they finally learnt about hashtags - #QantasLuxury
138951884881928192	MissJoLindsey	22/11/2011	8:08 PM	Twitter campaign spectacularly backfires on Qantas http://t.co/mC5Wq6Nj @thewalluk #QantasLuxury
138951830129475584	mark_petrolo	22/11/2011	8:07 PM	HBO, AMC, stars, showtime... these are just a few of our staffs favourite channels #QantasLuxury
138951817433317376	joy_blue	22/11/2011	8:07 PM	RT @lemtek: Just announced, #QantasLuxury prize has been withdrawn by management without notice. Joyce requests FWA to arbitrate with Twitter.
138951760642445312	airlineatlas	22/11/2011	8:07 PM	#Qantasluxury...look at the bright side, you've just saved $150k in the market research budget on what the public thinks about the grounding
138951750165069824	rahul_slam	22/11/2011	8:07 PM	RT @customercentria: Twitter campaign spectacularly backfires on Qantas http://t.co/kHSOeCXk /@TheWallUK #QantasLuxury RT @brandrepublic
138951714119229440	Dylan1913	22/11/2011	8:07 PM	RT @leighlj82: Looks like @annabrandsma and my bags aren't here. Hows about that #QantasLuxury hey!?!!
138951655520608256	Kim_McGuire	22/11/2011	8:07 PM	RT @lehmo23: #virginluxury getting an exit row 
#tigerluxury getting a biscuit
#qantasluxury getting a pilot, a plane, engineers and baggage handlers
138951644422483968	Salvor_Hardin__	22/11/2011	8:07 PM	RT @tony_ryuu: #QantasLuxury is when you can afford to give millions to advertisers and pajamas to your customers
138951622897311744	dvmis	22/11/2011	8:07 PM	RT @ndrew10: RT @kiwi_kali: #qantasluxury Somewhere in Qantas HQ a middle aged manager is yelling at a Gen Y social media "expert" to make it stop. / LOL
138951610612187137	AdamRen	22/11/2011	8:07 PM	RT @FairfaxTravel: Qantas have now made a statement on the #QantasLuxury issue "Part of our ongoing social media strategy" http://t.co/YAeGrDX2 via @smh
138951608976408576	vstep7	22/11/2011	8:06 PM	RT @adrianbruce: Is it just me or is there a certain amount of irony in the fact the #qantasluxury prize PJs have no fly ;)
138951589351272449	mister_gambino	22/11/2011	8:06 PM	RT @Kurt_Steel: @mister_gambino I think the #qantasluxury stunt is going so bad that Qantas might shut it down and lock us tweeters out. Oh wait...
138951591955939328	AdamRen	22/11/2011	8:06 PM	RT @FairfaxTravel: Social media expert says sense of timing went out the window on #QantasLuxury campaign http://t.co/YAeGrDX2
138951582481002496	rannemr	22/11/2011	8:06 PM	Ralph Fiennes experienced some #qantasluxury ;)
138951545424322561	TheAviator1992	22/11/2011	8:06 PM	#QantasLuxury kinda worked. They got more free publicity than they could have ever imagined :)
138951519662907392	hibana_au	22/11/2011	8:06 PM	RT @ndrew10: RT @kiwi_kali: #qantasluxury Somewhere in Qantas HQ a middle aged manager is yelling at a Gen Y social media "expert" to make it stop. / LOL
138951510821318658	kristoferg	22/11/2011	8:06 PM	RT @QantasAirways: At this rate our #QantasLuxury competition is going to take years to judge.
138951505150607360	ruddygood	22/11/2011	8:06 PM	RT @dhgarske: RT @Dan_Gillgren: #QantasLuxury  it's more appropriate to say Qantas backwards ie "sat 'n a q"
138951501837123584	carmeliadesign	22/11/2011	8:06 PM	RT @jeremysear: Quick note to corporate Australia: when you're in the middle of crushing your workforce, don't start a twitter promotion. #QantasLuxury
138951504726994944	shaicoggins	22/11/2011	8:06 PM	#NaBloPoMo Buddies: @dileeshus @danaesinclair @kamtiger  Today's post is brought to you by #QantasLuxury -  http://t.co/KLEUWubo :)
138951468370759681	AdamRen	22/11/2011	8:06 PM	Ha! #SoTrue woud have been a great ep :-( come on @GruenHQ come back! RT @QantasPR: Thank god Gruen is off air. #smallmercies #qantasluxury
138951461743763457	customercentria	22/11/2011	8:06 PM	Twitter campaign spectacularly backfires on Qantas http://t.co/kHSOeCXk /@TheWallUK #QantasLuxury RT @brandrepublic
138951450897301504	mark_petrolo	22/11/2011	8:06 PM	We kill Kyle Sandilands so that you don't have to. #QantasLuxury
138951335671373825	ozgenre	22/11/2011	8:05 PM	@iamshaunbailey No no "...that CEO knows HE'S shit" #qantasluxury
138951279358644224	nadiaeslami	22/11/2011	8:05 PM	RT @hannieteee: #QantasLuxury Twitter campaign spectacularly backfires on Qantas http://t.co/hSyPwZwA #fail
138951268835147776	_ellyk	22/11/2011	8:05 PM	RT @2FBS: #QantasLuxury is feeding a family of 5 on the pittance they pay their ground staff while Alan Joyce is on $94k a week.
138951245846167552	Bondiborn	22/11/2011	8:05 PM	RT @macleanbrendan: Matthew Newton and #ACA cop national backlash. Awful ratings for Kyle and Jackie O. Lame PR of #QantasLuxury lampooned. I love Australia.
138951126069415936	mister_gambino	22/11/2011	8:05 PM	This is absolutely amazing for anyone wanting to see what really happened with the #QantasLuxury #QantasFail http://t.co/0ZdMplc5
138951116636426241	ljbianchi	22/11/2011	8:05 PM	Leuk idee: een Air Crash Investigations aflevering van de #qantasluxury actie, die momenteel volledig uit de hand loopt http://t.co/Q3frE5My
138951074148130817	AdamRen	22/11/2011	8:04 PM	Skippy now Sparky? RT @AndrewLamont: #QantasLuxury  is the fireworks coming out of the engine. They really go all out to make an occasion.
138951042695036929	davidjfinley	22/11/2011	8:04 PM	#QantasLuxury is giving the good CEO to virgin, and turning the best brand in Australia into this social joke! Let's all get a pay rise!
138951023300575233	essjayeff	22/11/2011	8:04 PM	RT @lehmo23: #virginluxury getting an exit row 
#tigerluxury getting a biscuit
#qantasluxury getting a pilot, a plane, engineers and baggage handlers
138951010881257473	mark_petrolo	22/11/2011	8:04 PM	if your luggage has more wheels than your plane you get a free headset #QantasLuxury
138951002094182400	maddij_	22/11/2011	8:04 PM	@MutterinMuttley haha I'm sure a lot of people would have to think hard about which one they hate more: Collingwood or Qantas #QantasLuxury
138950998944251904	Salvor_Hardin__	22/11/2011	8:04 PM	RT @ex_religion: #QantasLuxury is having a CEO who thinks a 71% pay rise is fair and workers are greedy for asking for 3%
138950983567937537	claudiochea	22/11/2011	8:04 PM	Oh boy.. Twitter campaign spectacularly backfires on Qantas http://t.co/9GwNxqon #QantasLuxury
138950966924951552	flyingwithfish	22/11/2011	8:04 PM	How #QantasLuxury turned from a feel-good-contest to #epicfail – #socialmedia crisis case study http://t.co/zuQm3XS8 via @simplyflying #SM
138950918300372992	Andm72	22/11/2011	8:04 PM	RT @JustinLee76: At least your #QantasLuxury hashtag is the top trending topic in Australia, @QantasAirways, albeit for all the unintended reasons.
138950919478984705	Osbuster	22/11/2011	8:04 PM	RT @julieposetti: Absolutely hilarious - & scathing - a lethal YouTube combination: how to #fail social media strategy 101 #QantasLuxury http://t.co/y9yDRASR
138950881998675968	micmehmet	22/11/2011	8:04 PM	RT @seanockert: #qantasluxury is flying without paying an extra $30 per person credit card fee
138950867490586626	hannieteee	22/11/2011	8:04 PM	#QantasLuxury Twitter campaign spectacularly backfires on Qantas http://t.co/hSyPwZwA #fail
138950851032125440	ellebanoffie	22/11/2011	8:03 PM	RT @iamshaunbailey: Been pissing myself laughing that Qantas started #QantasLuxury and it got hijacked on twitter and used against them, that CEO knows his shit
138950826768089089	RoyE_AU	22/11/2011	8:03 PM	An #Ineptocracy!! RT @SirLiberal: #QantasLuxury an airline run by unions for unions with other people's money #auspol #pmlive
138950729816739840	Bliadhnaichean	22/11/2011	8:03 PM	RT @catspyjamasnz: Mmm, just got flamed using the #qantasluxury tag. Always a danger when venturing into a temporary community...
138950639924420608	JustinLee76	22/11/2011	8:03 PM	At least your #QantasLuxury hashtag is the top trending topic in Australia, @QantasAirways, albeit for all the unintended reasons.
138950588523220992	morrissey	22/11/2011	8:02 PM	RT @PuppyOnTheRadio: BREAKING NEWS: Qantas introduce #QantasLuxury class. Same as standard class, but the plane leaves the ground.
138950585083904002	JellyCat23	22/11/2011	8:02 PM	RT @taletale: Buses will be replacing #QantasLuxury this weekend due to trackwork between social media experts and management.
138950557544087552	_ellyk	22/11/2011	8:02 PM	RT @2FBS: #QantasLuxury is dressing your staff in t-shirts that say "We're Sorry" and believing that makes up for missing a friends funeral.
138950544466251777	10JIL	22/11/2011	8:02 PM	RT @itmadesimple: Just watched the Hitler #QantasLuxury fail video love the part "so can we turn twitter off - just for an hour or so" http://t.co/BJisL3IU
138950541911920640	iamshaunbailey	22/11/2011	8:02 PM	Been pissing myself laughing that Qantas started #QantasLuxury and it got hijacked on twitter and used against them, that CEO knows his shit
138950504452599809	TAMBA_gracem	22/11/2011	8:02 PM	RT @MarketingUK: RT @BrandRepublic: Twitter campaign spectacularly backfires on Qantas http://t.co/OiUkJRku /@thewalluk #QantasLuxury
138950486672941056	_ellyk	22/11/2011	8:02 PM	RT @2FBS: #qantasluxury voting yourself a 71% pay rise and denying your staff a cost of living increase.
138950449628852224	seanockert	22/11/2011	8:02 PM	#qantasluxury is flying without paying an extra $30 per person credit card fee
138950439369588736	Flocking101	22/11/2011	8:02 PM	Via @julieposetti - Just when you think  the  #Downfall meme has been squeezed dry, along comes #qantasluxury t.co/qUTWOqkB
138950418620350464	NikitaTakhar	22/11/2011	8:02 PM	RT @BrandRepublic: Twitter campaign spectacularly backfires on Qantas http://t.co/jQQNQN60 /@thewalluk #QantasLuxury
138950367558901761	mark_petrolo	22/11/2011	8:02 PM	if sperm whales ever decide to fly our turbines are ready #QantasLuxury
138950340908298240	sebadetoma	22/11/2011	8:01 PM	RT @morrissey: Ya tienen otro caso de social media #fail: la campaña #QantasLuxury Hay cosas muy graciosas publicadas
138950336894337024	Toolerc	22/11/2011	8:01 PM	RT @BrandRepublic: Twitter campaign spectacularly backfires on Qantas http://t.co/jQQNQN60 /@thewalluk #QantasLuxury
138950292921257984	richardcarus	22/11/2011	8:01 PM	RT @TheWallUK: #QantasLuxury Twitter campaign spectacularly backfires on Qantas: Is there anything that Qantas can do right? No... http://t.co/EGrbdA7D
138950294041137153	ginayem	22/11/2011	8:01 PM	RT @itmadesimple: Just watched the Hitler #QantasLuxury fail video love the part "so can we turn twitter off - just for an hour or so" http://t.co/BJisL3IU
138950292589916160	FHavg	22/11/2011	8:01 PM	RT @simpliflying: How #QantasLuxury turned from a feel-good-contest to #epicfail – social media crisis case study http://t.co/WTnzaqH3 [parody VID]
138950285488955392	comalliwrites	22/11/2011	8:01 PM	RT @jillmcfarland: Wow... RT @jowyang This social media campaign is not going as expected, see tag: #QantasLuxury http://t.co/aCIBNo4J…
138950261472366592	ChalkWardAd	22/11/2011	8:01 PM	RT @TheWallUK: #QantasLuxury Twitter campaign spectacularly backfires on Qantas: Is there anything that Qantas can do right? No... http://t.co/EGrbdA7D
138950247970906112	lindyasimus	22/11/2011	8:01 PM	RT @abcnews24: Now #TheDrum repeat: best of the infamous #QantasLuxury tweets: @annabelcrabb, @Peter_Reith & @Jess_Irvine discuss. http://t.co/AhglrQVH
138950241637511169	leighlj82	22/11/2011	8:01 PM	Looks like @annabrandsma and my bags aren't here. Hows about that #QantasLuxury hey!?!!
138950209697890304	micmehmet	22/11/2011	8:01 PM	RT @jcosmonewbery: #QantasLuxury Knowing that if you choose not to fly Qantas you will get to your destination on time.
138950171588444160	katykat	22/11/2011	8:01 PM	@lexiphanic RT @shaicoggins: How do you manage a “social media #fail” moment? http://t.co/c58bQiyg - More thoughts on #QantasLuxury
138950124398317568	prweekuknews	22/11/2011	8:01 PM	Time for a new PR team at Qantas? How do they get out of this crisis? http://t.co/gACjv3zz #QantasLuxury
138950093159145472	PMMcG	22/11/2011	8:00 PM	@itmadesimple it's a classic #QantasLuxury - a good social media & PR case study for the classroom (what not to do)
138950072820961281	LusciousAussie	22/11/2011	8:00 PM	#QantasLuxury Airbus A380 Blows Engine http://t.co/5LBPOVFZ
138950073710166016	Lindapapa	22/11/2011	8:00 PM	RT @alexmillier: @belungerer @wordstormpr @qantasairways of course The Chaser said it best! http://t.co/4gFFUxm2 #qantasluxury
138950069742346240	morrissey	22/11/2011	8:00 PM	Ya tienen otro caso de social media #fail: la campaña #QantasLuxury Hay cosas muy graciosas publicadas
138950059625693184	MorganLStewart	22/11/2011	8:00 PM	RT @BrendoHeraldSun: The #qantasluxury case study will be in eTextbooks and part of SM lectures for all future media students t.co/yyHiUWXw
138950053929816064	AwesomeHousewif	22/11/2011	8:00 PM	RT @JMBondy: Gold! A gold parody of #QantasLuxury. Someone was very quick with this. http://t.co/G4XU7YkY via @trib
138950056521908224	pitaspetaloutha	22/11/2011	8:00 PM	My husband just said 'i think Alan Joyce is a sneaky, little lying rat' -so much for #QantasLuxury !!!
138950039182639104	gaycarboys	22/11/2011	8:00 PM	RT @aptronym: Congrats, @qantasairways, #qantasluxury #fail is news in Sweden. RT @Foodetc: @aptronym Qantas "pr-failure" is top news even over here.
138950015094763520	ChanWhitsunday	22/11/2011	8:00 PM	RT @QLDOnline: My dream of #qantasluxury - If QANTAS were SANTAS & TWU were Toy Workers Union http://t.co/cv2jOx33 #marketing
138950008593580032	RoamMedia	22/11/2011	8:00 PM	RT @QLDOnline: My dream of #qantasluxury - If QANTAS were SANTAS & TWU were Toy Workers Union http://t.co/Uxp5dvN0 #marketing
138949979627720704	gilbertho	22/11/2011	8:00 PM	Just noticed that a Qantas Twitter account is showing up as a Promoted account on the same day as the #QantasLuxury fiasco.
138949944353624064	fridathecat	22/11/2011	8:00 PM	RT @lehmo23: #virginluxury getting an exit row 
#tigerluxury getting a biscuit
#qantasluxury getting a pilot, a plane, engineers and baggage handlers
